ID,Category,Level,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Tags
Q1624,👑 صرف ذہین لوگوں کے لیے,M,پاکستان کا پہلا خلائی سیٹلائٹ کون سا تھا؟,سپارکو-1,رعد-1,بدر-1,پاک سیٹ-1,C,درست جواب ہے: بدر-1۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1625,⏳ 5 سیکنڈ چیلنج,M,فتح علی خان ٹیپو سلطان کے والد کون تھے؟,اورنگزیب,اکبر,حیدر علی,بابا,C,درست جواب ہے: حیدر علی۔,"5 سیکنڈ چیلنج, درمیانہ"
Q1626,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,ایک چیز کی قیمت 500 روپے ہے۔ اس پر 20% رعایت ملے تو ادا کی جانے والی رقم کتنی ہوگی؟,390,500,410,400,D,20% رعایت = 100 روپے، لہٰذا ادا کی جانے والی رقم = 500 - 100 = 400 روپے۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1627,🎭 الفاظ کا جادو,M,"""آسان"" کا مترادف کیا ہے؟",سہل,قلب,حوصلہ,دست,A,"""آسان"" کا مترادف ""سہل"" ہے۔","الفاظ کا جادو, درمیانہ"
Q1628,🤯 دماغ کا امتحان,M,اگر 15 آم 5 بچوں میں برابر تقسیم کیے جائیں تو ہر بچے کو کتنے آم ملیں گے؟,5,2,4,3,D,15 ÷ 5 = 3۔,"دماغ کا امتحان, درمیانہ"
Q1629,😈 ٹرک سوالات,M,ایک بادشاہ کے چار بیٹے تھے: نیک، کام، ناکام اور پان۔ چوتھے بیٹے کا نام کیا تھا؟,نیک,چار,پان,کام,C,نام سوال میں پہلے ہی بتایا گیا ہے۔,"ٹرک سوالات, درمیانہ"
Q1630,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,"2026 میں دنیا کا پہلا ملک جس نے ""Hyperloop"" کو تجارتی بنیادوں پر شروع کیا؟",امریکہ,جاپان,متحدہ عرب امارات,چین,C,درست جواب ہے: متحدہ عرب امارات ________________۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1631,👑 صرف ذہین لوگوں کے لیے,M,خطہ فلسطین کا مقدس شہر کون سا ہے؟,قاہرہ,یروشلم,دمشق,بغداد,B,درست جواب ہے: یروشلم۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1632,📖 اردو محاورے,M,"""خون پسینہ ایک کرنا"" کا مطلب کیا ہے؟",سخت محنت کرنا,بیمار ہونا,آرام کرنا,خون بہنا,A,"""خون پسینہ ایک کرنا"" کا محاورتی مطلب ہے: سخت محنت کرنا۔","اردو محاورے, درمیانہ"
Q1633,📖 اردو محاورے,M,"""ہاتھ باندھنا"" کا مطلب کیا ہے؟",عاجزی سے التجا کرنا,ہاتھ صاف کرنا,کام کرنا,لڑنا,A,"""ہاتھ باندھنا"" کا محاورتی مطلب ہے: عاجزی سے التجا کرنا۔","اردو محاورے, درمیانہ"
Q1634,🎭 الفاظ کا جادو,M,"""احمق"" کا مترادف کیا ہے؟",بے وقوف,سریع,ڈر,دشوار,A,"""احمق"" کا مترادف ""بے وقوف"" ہے۔","الفاظ کا جادو, درمیانہ"
Q1635,👑 صرف ذہین لوگوں کے لیے,M,"لفظ ""شیر"" کے دو مشہور معنی کون سے ہیں؟",جانور اور دودھ,بادشاہ اور غلام,دریا اور پہاڑ,جانور اور پھل,A,"اردو میں ""شیر"" (Lion) اور فارسی میں ""شیر"" (Milk) دونوں مستعمل ہیں۔","صرف ذہین لوگوں کے لیے, درمیانہ"
Q1636,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,ایک کلاس میں 50 طلبہ ہیں۔ اگر 60٪ پاس ہو جائیں تو کتنے فیل ہوں گے؟,15,25,30,20,D,درست جواب ہے: 20۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1637,🤯 دماغ کا امتحان,M,اگر 12 آم 3 بچوں میں برابر تقسیم کیے جائیں تو ہر بچے کو کتنے آم ملیں گے,2,4,5,3,B,12÷3=4۔,"دماغ کا امتحان, درمیانہ"
Q1638,🧩 دلچسپ پہیلیاں,M,وہ کون سی چیز ہے جو زیادہ چھپانے سے اور نمایاں ہو جاتی ہے؟,کپڑا,پیسہ,راز,کھانا,C,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: راز۔,"دلچسپ پہیلیاں, درمیانہ"
Q1639,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,"2026 میں دنیا کا پہلا ملک جس نے ""Drone Taxis"" کو عام شہریوں کے لیے کھولا؟",چین,امریکہ,متحدہ عرب امارات,سنگاپور,C,درست جواب ہے: متحدہ عرب امارات ________________۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1640,🧩 دلچسپ پہیلیاں,M,وہ کیا ہے جو انسان کے ساتھ پیدا ہوتا ہے مگر کبھی بڑا نہیں ہوتا؟,نام,قد,آواز,سایہ,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: نام۔,"دلچسپ پہیلیاں, درمیانہ"
Q1641,🤯 دماغ کا امتحان,M,ان میں سے کون سا عدد باقیوں سے مختلف ہے: 24، 12، 16، 8؟,24,12,16,8,B,باقی تمام اعداد جفت (even) ہیں مگر 12 طاق (odd) ہے۔,"دماغ کا امتحان, درمیانہ"
Q1642,👑 صرف ذہین لوگوں کے لیے,M,پاکستان کا قومی شاعر کس کو کہا جاتا ہے,فیض احمد فیض,علامہ اقبال,میر تقی میر,احمد فراز,B,علامہ اقبال کو پاکستان کا قومی شاعر کہا جاتا ہے۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1643,👑 صرف ذہین لوگوں کے لیے,M,پاکستان ٹیلی ویژن کا آغاز کس سال ہوا,1968,1966,1964,1962,C,پی ٹی وی کا آغاز 1964 میں ہوا۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1644,😈 ٹرک سوالات,M,ایک ٹوکری میں 15 پھل تھے، بچوں نے 9 کھا لیے، ٹوکری میں کتنے پھل بچے؟,7,9,6,5,C,15-9=6 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1645,😈 ٹرک سوالات,M,ایک ٹوکری میں 13 پھل تھے، بچوں نے 9 کھا لیے، ٹوکری میں کتنے پھل بچے؟,5,9,4,3,C,13-9=4 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1646,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,باپ اور بیٹے کی عمروں کا مجموعہ 80 سال ہے۔ باپ بیٹے سے 4 گنا بڑا ہے۔ بیٹے کی عمر کیا ہے؟,14,16,21,18,B,بیٹا + باپ = 80، باپ = 4×بیٹا، لہٰذا بیٹا = 80/5 = 16 سال۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1647,😈 ٹرک سوالات,M,ایک ٹوکری میں 23 پھل تھے، بچوں نے 9 کھا لیے، ٹوکری میں کتنے پھل بچے؟,15,14,13,9,B,23-9=14 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1648,📖 اردو محاورے,M,"""انگلیوں پر گننا"" کا مطلب کیا ہے؟",جلدی گننا,تعداد میں زیادہ ہونا,تعداد میں بہت کم ہونا,ہاتھ صاف ہونا,C,"""انگلیوں پر گننا"" کا محاورتی مطلب ہے: تعداد میں بہت کم ہونا۔","اردو محاورے, درمیانہ"
Q1649,⏳ 5 سیکنڈ چیلنج,M,دنیا کا سب سے زیادہ آبادی والا براعظم کون سا ہے؟,یورپ,افریقہ,ایشیا,شمالی امریکہ,C,ایشیا دنیا کا سب سے زیادہ آبادی والا براعظم ہے۔,"5 سیکنڈ چیلنج, درمیانہ"
Q1650,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,باپ اور بیٹے کی عمروں کا مجموعہ 51 سال ہے۔ باپ بیٹے سے 2 گنا بڑا ہے۔ بیٹے کی عمر کیا ہے؟,19,17,22,15,B,بیٹا + باپ = 51، باپ = 2×بیٹا، لہٰذا بیٹا = 51/3 = 17 سال۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1651,⏳ 5 سیکنڈ چیلنج,M,پاکستان کی معیشت میں زراعت کا اہم کردار کس وجہ سے ہے,خوراک اور خام مال کی فراہمی,صرف صنعت,صرف برآمدات,صرف تجارت,A,زراعت خوراک، روزگار اور صنعتوں کے لیے خام مال فراہم کرتی ہے۔,"5 سیکنڈ چیلنج, درمیانہ"
Q1652,😈 ٹرک سوالات,M,ایک ٹوکری میں 16 پھل تھے، بچوں نے 5 کھا لیے، ٹوکری میں کتنے پھل بچے؟,5,11,10,12,B,16-5=11 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1653,🧩 دلچسپ پہیلیاں,M,وہ کون سی چیز ہے جو انسان کے سونے کے بعد بھی کام کرتی رہتی ہے؟,دل کی دھڑکن,آنکھ,ہاتھ,زبان,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: دل کی دھڑکن۔,"دلچسپ پہیلیاں, درمیانہ"
Q1654,⏳ 5 سیکنڈ چیلنج,M,پاکستان میں تقریباً کتنی زبانیں بولی جاتی ہیں؟,70 سے زائد,100 سے زائد,40,20,A,درست جواب ہے: 70 سے زائد۔,"5 سیکنڈ چیلنج, درمیانہ"
Q1655,⏳ 5 سیکنڈ چیلنج,M,پاکستان کا سب سے بڑا ریلوے اسٹیشن کون سا ہے؟,کراچی کینٹ,فیصل آباد اسٹیشن,راولپنڈی اسٹیشن,لاہور جنکشن,D,لاہور جنکشن پاکستان کے بڑے اور قدیم ریلوے اسٹیشنوں میں شمار ہوتا ہے۔,"5 سیکنڈ چیلنج, درمیانہ"
Q1656,🤯 دماغ کا امتحان,M,ان میں سے کون سا عدد باقیوں سے مختلف ہے: 18، 12، 24، 36؟,18,24,36,12,A,باقی تمام اعداد جفت (even) ہیں مگر 18 طاق (odd) ہے۔,"دماغ کا امتحان, درمیانہ"
Q1657,👑 صرف ذہین لوگوں کے لیے,M,'آگ کا دریا' کس مصنفہ کا مشہور ناول ہے؟,بانو قدسیہ,قرۃ العین حیدر,عصمت چغتائی,خدیجہ مستور,B,درست جواب ہے: قرۃ العین حیدر۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1658,🤯 دماغ کا امتحان,M,ایک آدمی نے 4 دیواروں پر 4 تصویریں لگائیں۔ ہر تصویر 4 کناروں پر ہے۔ کل کتنے کنارے؟,20,12,8,16,B,درست جواب ہے: 12۔,"دماغ کا امتحان, درمیانہ"
Q1659,👑 صرف ذہین لوگوں کے لیے,M,پاکستان کا قومی ترانہ کس نے لکھا؟,حفیظ جالندھری,حسرت,اقبال,فیض,A,درست جواب ہے: حفیظ جالندھری۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1660,🎭 الفاظ کا جادو,M,امیدوار کا متضاد کیا ہے؟,خوش,اداس,تنہا,مایوس,D,درست جواب ہے: مایوس۔,"الفاظ کا جادو, درمیانہ"
Q1661,🎭 الفاظ کا جادو,M,"""داخل"" کا متضاد کیا ہے؟",خارج,بےترتیبی,اضطراب,رد,A,"""داخل"" کا متضاد ""خارج"" ہے۔","الفاظ کا جادو, درمیانہ"
Q1662,📖 اردو محاورے,M,"""پاؤں بھاری ہونا"" کا مطلب کیا ہے؟",سست ہونا,بیمار ہونا,تھکاوٹ ہونا,حاملہ ہونا,D,"""پاؤں بھاری ہونا"" کا محاورتی مطلب ہے: حاملہ ہونا۔","اردو محاورے, درمیانہ"
Q1663,🤯 دماغ کا امتحان,M,3 ڈاکٹر اور 3 نرسیں ایک دوسرے سے صرف ایک بار ہاتھ ملاتے ہیں۔ کل کتنے ہاتھ ملیں گے؟,9,"""15""",18,12,B,"درست جواب ہے: ""15""۔","دماغ کا امتحان, درمیانہ"
Q1664,📖 اردو محاورے,M,"""رفو چکر ہو جانا"" کا مطلب کیا ہے؟",چپکے سے بھاگ جانا یا غائب ہو جانا,واپس آنا,کپڑے سینا,سو جانا,A,"""رفو چکر ہو جانا"" کا محاورتی مطلب ہے: چپکے سے بھاگ جانا یا غائب ہو جانا۔","اردو محاورے, درمیانہ"
Q1665,🧩 دلچسپ پہیلیاں,M,وہ کیا ہے جو ایک لمحے میں بن جاتا ہے مگر عمر بھر ساتھ رہتا ہے؟,دولت,لباس,رشتہ,مکان,C,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: رشتہ۔,"دلچسپ پہیلیاں, درمیانہ"
Q1666,🧠 99٪ لوگ غلط جواب دیتے ہیں,M,"2026 میں دنیا کا پہلا ملک جس نے ""Quantum Computing"" کو تجارتی بنیادوں پر عام کیا؟",کینیڈا,برطانیہ,چین,امریکہ,C,درست جواب ہے: چین۔,"99٪ لوگ غلط جواب دیتے ہیں, درمیانہ"
Q1667,👑 صرف ذہین لوگوں کے لیے,M,پاکستان کا پہلا ٹی وی چینل کون سا تھا,جیو,پی ٹی وی,ہم,اے آر وائی,B,پی ٹی وی پاکستان کا پہلا سرکاری ٹیلی ویژن چینل تھا۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1668,📖 اردو محاورے,M,"""کلیجہ ٹھنڈا ہونا"" کا مطلب کیا ہے؟",بیمار ہونا,پیاس بجھنا,غصہ آنا,دل کو سکون یا اطمینان ملنا,D,"""کلیجہ ٹھنڈا ہونا"" کا محاورتی مطلب ہے: دل کو سکون یا اطمینان ملنا۔","اردو محاورے, درمیانہ"
Q1669,🧩 دلچسپ پہیلیاں,M,وہ کیا ہے جسے جتنا بھولنے کی کوشش کریں، اتنا ہی یاد آتا ہے؟,پرانی تصویر,ماضی,خواب,بچپن,B,درست جواب ہے: ماضی۔,"دلچسپ پہیلیاں, درمیانہ"
Q1670,🤯 دماغ کا امتحان,M,دو مقداروں کا تناسب 6:4 ہے۔ اگر کل مقدار 30 ہے تو پہلی مقدار کتنی ہوگی؟,12,20,16,18,D,کل حصے = 6+4 = 10۔ پہلی مقدار = (6/10)×30 = 18۔,"دماغ کا امتحان, درمیانہ"
Q1671,🧩 دلچسپ پہیلیاں,M,وہ کون سی چیز ہے جو انسان کو راتوں رات بوڑھا کر سکتی ہے؟,بیماری,بھوک,غم/پریشانی,سفر,C,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: غم/پریشانی۔,"دلچسپ پہیلیاں, درمیانہ"
Q1672,🎭 الفاظ کا جادو,M,"""موٹا"" کا متضاد کیا ہے؟",ظلم,گرمی,پتلا,خاموشی,C,"""موٹا"" کا متضاد ""پتلا"" ہے۔","الفاظ کا جادو, درمیانہ"
Q1673,😈 ٹرک سوالات,M,ایک ٹوکری میں 20 پھل تھے، بچوں نے 1 کھا لیے، ٹوکری میں کتنے پھل بچے؟,18,1,20,19,D,20-1=19 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1674,👑 صرف ذہین لوگوں کے لیے,M,سورج کا بنیادی جزو کون سا عنصر ہے؟,آکسیجن,ہیلیم,ہائیڈروجن,کاربن,C,درست جواب ہے: ہائیڈروجن۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1675,🎭 الفاظ کا جادو,M,“بزدل” کا متضاد کیا ہے؟,سست,بہادر,ڈرپوک,غریب,B,بزدل کا متضاد بہادر ہے۔,"الفاظ کا جادو, درمیانہ"
Q1676,🎭 الفاظ کا جادو,M,"""تیز"" کا مترادف کیا ہے؟",رنج,قدیم,سریع,چشم,C,"""تیز"" کا مترادف ""سریع"" ہے۔","الفاظ کا جادو, درمیانہ"
Q1677,😈 ٹرک سوالات,M,13، 18، 23، 28 کے بعد اگلا عدد کیا ہوگا؟,34,38,33,32,C,ہر بار 5 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 28+5 = 33 ہوگا۔,"ٹرک سوالات, درمیانہ"
Q1678,🧩 دلچسپ پہیلیاں,M,وہ کون سی چیز ہے جو خود ٹوٹتی ہے مگر دوسروں کو جوڑ دیتی ہے؟,صابن,سوئی,روٹی,قلم,B,سوئی کپڑا جوڑنے کے لیے خود دھاگے کے ساتھ کام کرتی ہے اور اکثر ٹوٹ بھی جاتی ہے۔,"دلچسپ پہیلیاں, درمیانہ"
Q1679,🤯 دماغ کا امتحان,M,ایک چیز کی قیمت 800 روپے ہے۔ اس پر 15% رعایت ملے تو ادا کی جانے والی رقم کتنی ہوگی؟,670,680,800,690,B,15% رعایت = 120 روپے، لہٰذا ادا کی جانے والی رقم = 800 - 120 = 680 روپے۔,"دماغ کا امتحان, درمیانہ"
Q1680,👑 صرف ذہین لوگوں کے لیے,M,بابائے اردو کس شخصیت کو کہا جاتا ہے؟,میر تقی میر,مولوی عبدالحق,فیض احمد فیض,علامہ اقبال,B,درست جواب ہے: B)مولوی عبدالحق ✓۔,"صرف ذہین لوگوں کے لیے, درمیانہ"
Q1681,📖 اردو محاورے,M,"""ناک میں دم آنا"" کا مطلب کیا ہے؟",غصہ کرنا,بہت زیادہ تنگ آ جانا,خوش ہونا,سانس کی بیماری,B,درست جواب ہے: بہت زیادہ تنگ آ جانا۔,"اردو محاورے, درمیانہ"
Q1682,😈 ٹرک سوالات,M,ایک ٹوکری میں 28 پھل تھے، بچوں نے 11 کھا لیے، ٹوکری میں کتنے پھل بچے؟,11,18,17,16,C,28-11=17 پھل بچے۔,"ٹرک سوالات, درمیانہ"
Q1683,🤯 دماغ کا امتحان,M,ایک ڈاکٹر 3 گولیاں دیتا ہے اور ہر آدھے گھنٹے بعد ایک کھانے کو کہتا ہے۔ سب کتنے وقت میں ختم ہوں گی,30 منٹ,1 گھنٹہ,ڈیڑھ گھنٹہ,2 گھنٹے,B,درست جواب ہے: 1 گھنٹہ۔,"دماغ کا امتحان, درمیانہ"
